"","region_name","date","crime_type","average_price","sales_volume","revenue","no_of_crime"
"2677","Bexley","201701","Arson and Criminal Damage",330066,228,75255014,139
"2678","Bexley","201701","Burglary",330066,228,75255014,82
"2679","Bexley","201701","Drug Offences",330066,228,75255014,41
"2681","Bexley","201701","Miscellaneous Crimes Against Society",330066,228,75255014,18
"2682","Bexley","201701","Possession of Weapons",330066,228,75255014,12
"2683","Bexley","201701","Public Order Offences",330066,228,75255014,73
"2684","Bexley","201701","Robbery",330066,228,75255014,16
"2685","Bexley","201701","Sexual Offences",330066,228,75255014,21
"2686","Bexley","201701","Theft",330066,228,75255014,225
"2687","Bexley","201701","Vehicle Offences",330066,228,75255014,145
"2688","Bexley","201701","Violence Against the Person",330066,228,75255014,327
"2689","Harrow","202003","Arson and Criminal Damage",450637,167,75256334,87
"2690","Harrow","202003","Burglary",450637,167,75256334,134
